C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT,increasing_id
39516,Customer#000039516,4UHAiiHWKF5XB,20,30-911-597-9731,9163.79,MACHINERY,gular theodolites haggle fluffily after the regular requests. ironic requests at the instructions,39515
39517,Customer#000039517,Efo2hESMH7v,17,27-292-261-3790,2805.84,FURNITURE,ly blithe pinto beans sleep slyly across the furiously pending deposits. blithely sly accounts integrate idly blithe,39516
39518,Customer#000039518,"lxnZglMKiFZh0,wSI",16,26-190-701-5454,9739.64,MACHINERY,ickly. deposits cajole across the even theodolites. blithely regular requests,39517
39519,Customer#000039519,mUQ7AZ5zqJqQMQY7SYMQkViHk2Zbq,8,18-263-952-3600,1210.81,BUILDING,alongside of the final sauternes. pending packages,39518
39520,Customer#000039520,znurGQVR3XW,0,10-846-669-9246,9023.30,AUTOMOBILE,express packages. unusual foxes doubt thin,39519
39521,Customer#000039521,"65w,9SWn13rGBPt2Rhpxs83tQ8oqxvgqP",16,26-454-607-2916,6740.18,AUTOMOBILE,press requests. thinly even requests mold,39520
39522,Customer#000039522,OM3ukuG6Nxjl0TH36m,7,17-665-166-3006,2189.34,FURNITURE,"even instructions. even, final pinto beans",39521
39523,Customer#000039523,5MBGDV vhjBv,15,25-880-436-4600,-853.06,HOUSEHOLD,"ding, regular packages. carefully pending dependencies",39522
39524,Customer#000039524,MNkIzQCuKjdMEipdVPmMUd,4,14-358-183-2815,4499.88,FURNITURE,ending accounts wake carefully around the fur,39523
39525,Customer#000039525,o2Fkgx7iGwzCLy6tyvdiKf,18,28-281-490-2210,2500.43,HOUSEHOLD,ironic requests use carefully along the furi,39524
39526,Customer#000039526,ftPxAykBmkbjoEVKyiH8TKrUBl RAP6HWs0ipRZ,20,30-425-650-5127,2713.20,FURNITURE,ts doubt alongside of the final ideas. furiously even asymptotes,39525
39527,Customer#000039527,0LN1AnloRUqZgLSD9NUzKIXwrO6dDET9M9Yj,11,21-345-508-2147,3762.83,MACHINERY,nic instructions cajole about the quickly final tithes. silent packages lose carefully,39526
39528,Customer#000039528,nZ7a8ak5PqwZHvz2bgsqSEYqMCcWPvMjGA,21,31-578-892-6789,789.82,AUTOMOBILE,. slyly regular accounts wake carefully. regular accounts cajole furiously final deposits. requests affix furiousl,39527
39529,Customer#000039529,xfFXmBbdUjoasPjH6AfLcEXobpyyt4NlMoE5f,19,29-901-447-4234,6499.36,BUILDING,"lithely at the busily regular deposits. regular, quiet pinto beans wake fluffily. fluffily express courts cajole fl",39528
39530,Customer#000039530,nbqOFypsvycOOqK0K4pEkSfFS5k6,1,11-171-819-2383,2789.05,MACHINERY,ithely dogged frays; fluffily regular dependencies h,39529
39531,Customer#000039531,YHvpNiGlk5i8l8wiFJ G4OwpVYj1P1BTs44d8g,9,19-837-787-7859,2500.44,HOUSEHOLD,lar packages. ironic requests nag idly about the packages. fluffily ironic t,39530
39532,Customer#000039532,q5FupxsJY1Ru0LTK xe7bZO,0,10-220-579-1062,2835.19,FURNITURE,s. fluffily even requests wake carefully against the fluffily,39531
39533,Customer#000039533,FSlwd0f9fDgo12xe,16,26-284-909-8960,8042.32,HOUSEHOLD,o beans are. accounts affix blithely about the carefully bo,39532
39534,Customer#000039534,bpDVC0zC5mJWkk,2,12-770-469-1599,8409.97,FURNITURE,ecial asymptotes play quickly. ironic deposits haggle furiously ca,39533
39535,Customer#000039535,ge2pLKGGmZZXC,22,32-707-834-5323,5478.97,HOUSEHOLD,"regular theodolites. quickly special dependencies haggle quickly even, regular instruc",39534
39536,Customer#000039536,"IWAPzDHwl8T6zY8eGwerNqNB,G,m2",7,17-236-708-4638,2031.98,MACHINERY,"equests. final asymptotes nag according to the furiously sly accounts. quick, regular requests grow requests.",39535
39537,Customer#000039537,7CNjAxDWfLweaQCC,14,24-325-500-8032,5417.27,HOUSEHOLD,atelets. furiously regular theodolites cajole-- quickly regular requests are blithely? blithely re,39536
39538,Customer#000039538,laK9XV810xLS,0,10-385-553-7497,-880.37,MACHINERY,. regular requests sleep furiously. dogged deposits haggle carefully. carefully express asymp,39537
39539,Customer#000039539,0ebzOu89nqMIbvOU1tY1twpiMw1pDmlyl39,19,29-480-388-4581,7506.67,BUILDING,n pinto beans wake blithely ironic requests. blithely permanent instructions affix quickly. carefully ironic deposi,39538
39540,Customer#000039540,uJAPHXwdvBfT3meZ1xk3j4aJ0MnHlpgNh,1,11-784-774-6670,3603.06,BUILDING,ld accounts. ruthlessly final pinto beans boost. ironic foxes will use. even instructions across the slyly unusua,39539
39541,Customer#000039541,"J8JPnkiL,lJDlxpOQPT",12,22-920-709-4476,-462.86,MACHINERY,accounts haggle carefully against the regular accounts. express deposits haggle,39540
39542,Customer#000039542,zvmCie3Q3sO7vwMn4Tcam2YnWDiLtfwvCPeCC,11,21-388-354-7298,6678.86,HOUSEHOLD,the furiously regular instructions. fluffily final plate,39541
39543,Customer#000039543,"7lmV43D,YR0mGfi9Xs,iR,M8lZAO1QiBSjIl",0,10-749-768-7913,5560.26,BUILDING,affix furiously carefully even excuses-- ruthless requests around the final theodol,39542
39544,Customer#000039544,BvMWRhut2bqiO9Occ,1,11-335-355-4750,4376.47,MACHINERY,odolites. regular requests after the special,39543
39545,Customer#000039545,JT E781ClSP6mUbwjj,16,26-677-871-2825,7382.15,FURNITURE,silent foxes. final instructions sleep slyly. carefully special requests haggle into the si,39544
39546,Customer#000039546,"pSvNwd6aeIqpyYwTSVj0adz9KyqjXPKXpe8eDq0,",6,16-681-988-8164,909.56,FURNITURE,old dolphins sleep. slyly even deposits sh,39545
39547,Customer#000039547,b5WfL6D8 A86mlPE3wthx qdqi5DXTdD02UlsWN,21,31-769-797-6950,5974.05,FURNITURE,pinto beans. quickly ironic dependencies are slyly. express instructions wake into the furiously express ide,39546
39548,Customer#000039548,"T87foglDrD6ExXKJ5JB,fNvhh,tYM",5,15-144-642-6634,6884.31,BUILDING,uriously. fluffily regular foxes nod blith,39547
39549,Customer#000039549,mnqtAZrCReFeuJDz4,9,19-138-885-2647,4551.89,BUILDING,ironic packages nag slyly unusual ideas. ironic theodolites cajole carefully. slyly regular ideas use,39548
39550,Customer#000039550,"V,PlzztUgUx",12,22-537-590-9561,7676.22,HOUSEHOLD,ly even accounts detect above the regular pinto beans. carefully quick foxes doubt across t,39549
39551,Customer#000039551,nILnqQAmTlBC P1jElXkXwcoMAetZ8nyrI9,4,14-300-488-3351,4252.11,BUILDING,cuses. final theodolites use carefully regular dependencies. final multipliers alongside of,39550
39552,Customer#000039552,JW ZYUDZkXV5ydEjgVOwjFa,24,34-217-154-7174,7263.44,FURNITURE,ully final courts haggle. furiously ironic accounts integra,39551
39553,Customer#000039553,"5,Fybrep6Z gqa12tMQ",20,30-858-896-6150,7700.32,AUTOMOBILE,posits. express accounts eat furiously slyly unusual asymptotes. final frays,39552
39554,Customer#000039554,jZqWtoBqDveBixJG2NqDQUqbhgI66e4rhb,1,11-882-750-1535,2263.24,MACHINERY,"blithely regular deposits. special, unusual deposits haggle furiously behind the deposits. quickly unusual p",39553
39555,Customer#000039555,QYPm0KBmKFJhjpUvUhlz51efEn,3,13-916-876-1075,9265.53,BUILDING,unts sleep quickly instead of the blithely special ideas. regular braids shall have to haggle e,39554
39556,Customer#000039556,rnWjFF31bnRRA2e7QxzaDj0,2,12-277-420-4279,7879.54,HOUSEHOLD,shall have to are carefully fluffily final ideas. blithely special requests haggle express dependencies. blit,39555
39557,Customer#000039557,LXTVGLPm1RNkRguhhaFqtS,5,15-540-981-2283,490.97,BUILDING,into beans. furiously even dinos run alongside of the regu,39556
39558,Customer#000039558,"G,Hofbe1gwhBILemlqm",20,30-533-652-8468,-279.80,MACHINERY,s. foxes haggle according to the furiously ex,39557
39559,Customer#000039559,QXvBHdnsgNrSe8Xxb,3,13-188-437-5073,3335.19,AUTOMOBILE,. pending requests nag slyly above the blithely ironic foxes. permanently,39558
39560,Customer#000039560,BG8P6RiJjARDjyuhT9j3yTi7rLpTKorTJ46D3x,16,26-709-709-6688,7445.21,HOUSEHOLD,ily even packages sleep slyly. blithely ironic ideas above the furiously regular packages haggle,39559
39561,Customer#000039561,fMwz7mBvNZDl,1,11-656-311-1295,4723.33,AUTOMOBILE,dencies haggle since the furiously pending packages. slyly final deposits haggle furiously about the furiously ironi,39560
39562,Customer#000039562,6Oe5xfIaM Z2FNGl,21,31-214-688-9405,7050.33,MACHINERY,eposits haggle slyly final accounts. carefully ironic deposits wa,39561
39563,Customer#000039563,RcVTJPl2XyMbGa47Rsifl4,15,25-884-883-3051,871.82,BUILDING,ely unusual dependencies are carefully regular depo,39562
39564,Customer#000039564,x2hblhgFC15th9mcRE6trZhnZOttMjmxV,8,18-818-789-2339,9575.00,MACHINERY,packages engage above the slyly ironic deposits. fl,39563
39565,Customer#000039565,dgdAiLDoWDDyN,4,14-635-521-7590,6164.56,HOUSEHOLD,. quickly special packages haggle. fina,39564
39566,Customer#000039566,AqEnSRo2Yylh9ZaIMxP54E1iADy5IwbR6a,19,29-242-406-5802,7753.55,FURNITURE,e furiously silent ideas. blithely regular packages are carefully blithely special pac,39565
39567,Customer#000039567,"9,Ya2micsesBxu",1,11-968-832-3809,5910.21,AUTOMOBILE,ecial requests across the furiously express dolphins engage final theodolites. pendi,39566
39568,Customer#000039568,bfJTWZ5gRHcNcXqixe1SzG5czeUICWz2d5Wg,10,20-385-584-1714,987.69,BUILDING,"ns snooze regular, fluffy deposit",39567
39569,Customer#000039569,4KZCh0xQbq8REiqeu1Gozqzfa3Ket,1,11-553-545-1490,-957.94,BUILDING,onic tithes. thinly final deposits play blithely blithely final pa,39568
39570,Customer#000039570,cZmdhlxzbb9y1t7bNDYmxiexkVZuKweMoMlVX,20,30-316-788-6063,1874.74,FURNITURE,nal waters are. quickly unusual packages haggle carefully. quickly bold,39569
39571,Customer#000039571,1ru qQm7MwWPT22SNfp4XbM22aSM2AvD,14,24-479-636-5710,2698.42,AUTOMOBILE,are. permanently final accounts cajole bravely ironic foxes. special Tiresias above the dependencies,39570
39572,Customer#000039572,SRGk32Eh9IzAISu43s TUXA1ECIolxzq,8,18-391-722-9475,8348.66,AUTOMOBILE,long the furiously ironic instructions. final ac,39571
39573,Customer#000039573,90pZP xMnHGc en sV3N3iwExh,2,12-394-139-7354,8921.52,MACHINERY,regular requests. blithely regular instructions a,39572
39574,Customer#000039574,QLClVpv5Y3LvNHuEJH04Ci8yjz dKCgJQkvJD3Dp,15,25-473-874-1063,1095.36,BUILDING,"ic waters across the final, even requests",39573
39575,Customer#000039575,aWfrFyfQNpmr0XOniakjmVppjVbCzP,11,21-765-208-2835,4599.46,BUILDING,the pending ideas-- regular pearls serve about the blithely unusual accounts. b,39574
39576,Customer#000039576,xIBVoDxSb6M,5,15-983-326-2494,4094.76,MACHINERY,p around the accounts. blithely even dependencies nag carefully deposits. carefull,39575
39577,Customer#000039577,02p7c zqZDqgJKulkjs6,11,21-525-798-3389,2653.28,BUILDING,ly express accounts. even ideas sublate. fluffily careful deposits against the,39576
39578,Customer#000039578,"eJpxvVrSEXci,smNPYJmxuHI7lQYV",14,24-203-443-8979,8639.01,FURNITURE,ckly furiously bold dependencies. carefully ironic packages use bold,39577
39579,Customer#000039579,lxdgdHEEesso1sbWMPJGojxBlE,23,33-781-447-1525,4851.54,MACHINERY,"iously ironic foxes cajole. carefully final requests after the final, final foxes use re",39578
39580,Customer#000039580,R3BUzhwVUEKvHNCGVZ,1,11-765-514-2549,5825.60,BUILDING,"lets use permanently about the ironic, final pinto beans: pending accounts aff",39579
39581,Customer#000039581,"42,wbuUN837QdJVsRQMZ LFPihxQ85jWJujgvkQ",17,27-221-629-5703,8944.03,HOUSEHOLD,ts engage slyly deposits. blithely ironic packages de,39580
39582,Customer#000039582,tmTRiMUc8a21iPK2jcCap1meV,3,13-215-885-9469,5448.86,BUILDING,sits against the quickly express instructions sleep fluffily,39581
39583,Customer#000039583,gQJS490uG7X7QjDZ,14,24-292-491-9157,2058.30,BUILDING,ccounts use furiously according to the unusual dugouts. regular accoun,39582
39584,Customer#000039584,ykqd3IH1WRw70W6qKKrLCM7m6v2OjrDfg0H3APER,7,17-393-901-1311,7829.11,MACHINERY,"final foxes along the ideas haggle ironic excuses: ironic, bold platelets boost",39583
39585,Customer#000039585,tF6S69INRLrSGY4mq,13,23-594-505-5997,-175.54,FURNITURE,y express requests according to the regular dependencies sleep carefully across the slyly pending deposits. ruthless,39584
39586,Customer#000039586,"LIV,xIq3ko0eodV8m4j",2,12-158-948-8297,6688.84,BUILDING,ions. carefully express orbits are carefully. carefully unusual ideas haggle furiously. final requests sleep f,39585
39587,Customer#000039587,bnzkt 2pi0fUIItw8eKgzFoDwG9aAdMjL,8,18-915-972-2827,8291.77,BUILDING,lets cajole requests. furiously bold,39586
39588,Customer#000039588,aaGxJYwQcdF7tUALI2ej5UTFcLBj,18,28-286-216-8346,9795.31,FURNITURE,ss gifts. pending packages sleep above the,39587
39589,Customer#000039589,"QmsG5mYFzjf1iBXS,,5EylqEB",2,12-252-535-2611,1826.84,AUTOMOBILE,riously after the enticing ideas. furiously special deposits kindle slyly. finally final,39588
39590,Customer#000039590,"LjAv98KxZ4O sd0V6,abZXH2NRtXFzOl0IyG",17,27-171-748-2347,655.79,AUTOMOBILE,s against the requests detect furiously ironic pinto be,39589
39591,Customer#000039591,Qn0Zs8kJjvPYACP389z9PosMGdmSl5i,3,13-166-966-6472,8840.63,BUILDING,deposits. requests are tithes. slyly regular packages serve blithely slyly ironic excuses. final,39590
39592,Customer#000039592,FxLigJVk5Jix7TT4HNZo,23,33-353-929-5965,5516.59,MACHINERY,y ironic ideas among the express packages sleep carefully along the quickly final notornis. spe,39591
39593,Customer#000039593,V07p2Y0Y0gKL3nFYmLsda,8,18-558-352-7553,7290.13,MACHINERY,o beans haggle furiously at the carefully unusual deposits. quickly final accounts use about the slyly ironic pa,39592
39594,Customer#000039594,3i76FBxhyGTkaDQzAIK5PitHPwZR07Bgl,11,21-909-526-5790,5238.15,AUTOMOBILE,"unusual theodolites. foxes boost blithely. regular, regular requests h",39593
39595,Customer#000039595,6hcNxG0sO3IwN0U6WEgZOtrM7r5Fz5 Y,2,12-895-419-1500,2593.29,BUILDING,"manent, final foxes except the blithely express acco",39594
39596,Customer#000039596,"JgWvM,Zw3SKXUaXOiXSjgMDV7HIrDSFHV5r",0,10-962-180-6415,1446.39,HOUSEHOLD,as use even epitaphs. carefully ironic asymptotes solve fluffily blithely final packages. quickly even,39595
39597,Customer#000039597,"daPQHkMwkDCaQEy bP8n777,b kq FGabX,Nuto",22,32-441-404-8170,8455.22,FURNITURE,daringly unusual Tiresias. slyly bold deposits above the quickly bo,39596
39598,Customer#000039598,"i2,UiaAHoUfkfz4TM6b2iFhxNl",13,23-637-896-4512,6911.02,HOUSEHOLD,posits; carefully ironic deposits cajole. carefully unusual pinto beans cajole carefully. final accounts unwind c,39597
39599,Customer#000039599,znlm jHn5AnVLgAbSH,16,26-605-426-8678,2543.77,AUTOMOBILE,yly ironic deposits boost carefully slyly even instr,39598
39600,Customer#000039600,"vOgnP2V,Y81Ksph0gY8NAjPce5LYW72ZqlkEA",4,14-954-965-1740,5039.51,FURNITURE,"e final, even packages. accounts after the furious",39599
39601,Customer#000039601,"uxbvzvf,ahQQUAsnAzTA92A8CbjiQYYAB",17,27-396-458-3736,8120.12,HOUSEHOLD,"le carefully. regular platelets are quickly? regular, final theodolites boost. even accounts across the carefully r",39600
39602,Customer#000039602,nHTS5uh59na6G7iZds6,2,12-682-316-9933,6967.87,MACHINERY,ckages sleep never pending deposits. slyly careful requests cajole quickly about the bl,39601
39603,Customer#000039603,"3GsV1auD,rW64tzpQPxAX1LUlUp9PLBDIheREWBd",9,19-758-979-9003,1078.89,HOUSEHOLD,lar requests haggle silently. fluffily final theodolites sleep. theodol,39602
39604,Customer#000039604,dm6SfS9Ize6ARB2q937EAoobVCguL2,0,10-819-154-4262,2785.04,MACHINERY,"s nag above the slyly silent packages. even, even accounts sleep fluffily unusual",39603
39605,Customer#000039605,"zTn,jKh,oCar9hjl",12,22-933-836-4760,1216.24,FURNITURE,sual deposits. furiously special requests will sleep quickly carefully regul,39604
39606,Customer#000039606,"4MDmUP3HGCwnq,1ilfAOwgttTKLlJ,N2Kkyio",12,22-697-142-4798,1212.14,AUTOMOBILE,silent dolphins wake across the slyly unusual instructions. blithel,39605
39607,Customer#000039607,XtRuqBFJMrRmNlwYY,2,12-971-645-8794,9437.20,HOUSEHOLD,lly regular requests cajole carefully. carefully pending accounts above the special requests are car,39606
39608,Customer#000039608,DISwvrtG6MVZVZgAdqOWXBzDUx,11,21-900-672-4934,22.42,BUILDING,he blithely regular theodolites. blithely regular theodolites alongside of the blithely silent dependencies are f,39607
39609,Customer#000039609,uHBfQWwAVkha,1,11-405-401-4298,737.94,HOUSEHOLD,le evenly according to the quickly even deposits. quickly ironic ideas might nag. fluffily regul,39608
39610,Customer#000039610,SeCHOiPJN8JMx 2IA3y6ymwsplD,16,26-894-600-3011,3507.85,MACHINERY,ly courts. fluffily final waters wake slyly. carefully even requests use quickly. furiously special theodolites sl,39609
39611,Customer#000039611,"xv6jjqSXdYR3TFq1aRCM8K,Zmr6IjUKeMDAgvho",18,28-407-733-4240,5394.50,AUTOMOBILE,lets; ironic accounts serve slyly afte,39610
39612,Customer#000039612,VsJhBAeDYTP4af0TLOucsoBGJfV,1,11-980-125-3911,1400.40,AUTOMOBILE,"sly express dependencies. express, final pinto beans thra",39611
39613,Customer#000039613,"AVJAKAAm3uVhAw2co,tVZGDJph",5,15-758-161-4453,5507.31,HOUSEHOLD,packages haggle carefully carefully silent packages.,39612
39614,Customer#000039614,ud6kDHgVFQDYOEnC0WcAv7qs nA,8,18-777-968-5160,5352.27,FURNITURE,"bold asymptotes. fluffily pending requests cajole carefully alongside of the regular, f",39613
39615,Customer#000039615,WoPqArSWOAKtmJEELndbHN q W,7,17-269-477-3518,6690.71,MACHINERY,en accounts boost carefully instructions. final accounts print abo,39614
39616,Customer#000039616,TAHVBoubk0G,2,12-475-205-3547,6875.89,HOUSEHOLD,ackages cajole across the carefully final courts. requests mold fur,39615
39617,Customer#000039617,ra4QqUD9oA8qgbELTU1bAo 8xftMah,2,12-651-522-6127,6087.76,AUTOMOBILE,sleep among the quickly regular foxes. final accounts sleep furiously silent pinto beans. ironic ideas cajole slyl,39616
39618,Customer#000039618,ICPb4qsyCXCA,23,33-419-472-6638,3931.90,BUILDING,ven platelets. blithely regular instructions wake. furiously regular theodolites integrate sly,39617
39619,Customer#000039619,"1nBOXMYzuibJIRn3QPwx, jhO,",4,14-234-546-1305,4504.13,FURNITURE,gle blithely among the blithely final excuses. blithely final ideas are. slyly idle pinto beans are about t,39618
39620,Customer#000039620,CfhgdnvmwGGz2NXjCzYT9w j,0,10-765-102-9764,7902.23,HOUSEHOLD,. quickly express theodolites across the re,39619
39621,Customer#000039621,2sA0r22xCRG4qj3HWZztSlEzkp5FYsnwHR3DXz,15,25-182-268-8445,7865.81,FURNITURE,lly bold theodolites. furiously ironic requests promise carefully. somas wake furiously at th,39620
39622,Customer#000039622,ystTYowKXQ1FuvyMHDGTSD3dbVjrRhn25,21,31-652-775-6501,684.46,HOUSEHOLD,sits. thinly unusual accounts detect quickly. carefully even ideas nag furiously across the accounts?,39621
39623,Customer#000039623,D94s86NS52m30Xj1HHMM8qoeNDeP,3,13-675-576-1795,6726.14,HOUSEHOLD,"ronic accounts sleep along the bold packages. quickly ironic dinos wake. deposits sleep-- ironic, final excuses af",39622
39624,Customer#000039624,eWG4UlbcGYKKLapGc47,11,21-438-881-3629,8206.57,BUILDING,"as. quickly unusual deposits after the even, pending requests are blithely after the slyly",39623
39625,Customer#000039625,4jMIz i7IiUTtlJe98s95QKuZRlsyR,23,33-249-201-4694,7901.32,AUTOMOBILE,nusual platelets engage slyly bold foxes. carefully regular do,39624
39626,Customer#000039626,"hcQqveZ 6,p9dnoWNrY",1,11-894-261-9492,3589.65,FURNITURE,ideas affix fluffily. carefull,39625
39627,Customer#000039627,pECSVqm c PcStwIC2b2io4tx0t1,4,14-769-269-4941,5180.39,HOUSEHOLD,fully even pinto beans serve. requests use furiously final dependencies; req,39626
39628,Customer#000039628,lYndqZ4CeJ1e7TZk,9,19-290-222-5934,-212.56,HOUSEHOLD,ites are quickly carefully even dinos. quickly express ac,39627
39629,Customer#000039629,"6KCVkhTZoJfkEDyVN,UvdoewScEOvKuH4O9N",12,22-239-960-9573,352.48,AUTOMOBILE,ent foxes according to the regular ideas boost always acc,39628
39630,Customer#000039630,VXmMEsNh2xznjdtFt9pgDr74X0qAWs4Jd,7,17-239-161-6135,4054.90,FURNITURE,y ironic requests. slyly regular grouches lose regular pinto beans. furiously even attainments wa,39629
39631,Customer#000039631,nE 3GKBGcDoIbfW8qWb8jrdu kVWns,17,27-176-357-3480,3657.20,BUILDING,platelets according to the furiously ironic dependencies use carefully af,39630
39632,Customer#000039632,TR2NzfNncGtm8VYpl0CHaIJ8SC7ixlDWatnUJH,4,14-525-865-4806,7546.71,AUTOMOBILE,sly special requests cajole carefully about the fluffily unusual acc,39631
39633,Customer#000039633,"X5qh0x99rr5Jw,Pb9yEin7j5pbpLuZ",22,32-670-675-2270,5608.41,BUILDING,above the slyly final pinto beans. even dependencies sleep agai,39632
39634,Customer#000039634,VjNOPpd9xb,19,29-407-114-1327,-433.33,HOUSEHOLD,ites nag furiously even packages. blithely express theodolites are ruth,39633
39635,Customer#000039635,AQ7ICqi4AVrrW8sU5tJHUgOprFt,17,27-756-781-7200,7946.39,AUTOMOBILE,pecial packages sleep against the excuses. blithely ironic packages,39634
39636,Customer#000039636,"W2J90Zg,qTXRZrSIMaolG5,QYNqFaHNnu9",19,29-252-354-7292,2088.18,MACHINERY,y regular platelets. blithely special platelets integrate fluffily against the pending instructions. sly,39635
39637,Customer#000039637,"Fsf AozIkgxex6K9mD,ou5dXIXwk",9,19-578-156-9870,4040.74,MACHINERY,nal dependencies. furiously bold instructions cajole. ideas nag furiously after the quickly special dolphin,39636
39638,Customer#000039638,1eEep5puFkRj8juu1gGMBcKXkRRieq7eYUv8b1XH,13,23-387-485-2940,7644.78,BUILDING,blithely bold hockey players accord,39637
39639,Customer#000039639,1KvxqKyNkiE3X hsxsnW Rg3,16,26-560-388-3453,3817.28,FURNITURE,regular requests serve around the furiously,39638
39640,Customer#000039640,"JgN1,3u4RIiY",10,20-287-778-1790,3036.34,AUTOMOBILE,slyly final courts. slyly regular foxes wake among the blithely pending sentim,39639
39641,Customer#000039641,cRYwpnVvhwXHljj x8DWGDzmDp0bDWZohy,1,11-182-703-5139,756.02,AUTOMOBILE,"old theodolites past the ironic, final deposits dazzle blithely",39640
39642,Customer#000039642,vFNWsYFMQpUF57Ujd0yP4xz dGRWFVibicxux,22,32-446-438-1212,-703.65,AUTOMOBILE,nag slyly quickly regular theodolites; sly,39641
39643,Customer#000039643,pEBx2PyWG67gMxVKfWcVLOwqo3MPtqyVTbeed,15,25-483-284-1351,7678.28,BUILDING,"e sometimes final instructions. even, bold deposits",39642
39644,Customer#000039644,oyMXp ZTPBjHPu,11,21-595-634-3091,5943.22,FURNITURE,ructions: courts haggle slyly. furiously enticing dependencies accord,39643
39645,Customer#000039645,27B V6j0kwm8jqASiOltrysh8,1,11-845-541-8659,5742.40,FURNITURE,sly final deposits haggle furiously careful somas. ironic dependencies s,39644
39646,Customer#000039646,pQ3JCr6ULLdY4zSicy,0,10-822-508-6673,7562.24,FURNITURE,y unusual accounts poach carefully ironic realms. slyly pending pains affix slyly even instruc,39645
39647,Customer#000039647,"hQ0u9cgwHDdcT9,U a3WiCreXWsBQMVHP4",21,31-136-428-9448,2627.45,MACHINERY,d accounts lose furiously about the carefully ironic packages: blithely final packages sleep ag,39646
39648,Customer#000039648,b9YeejZKqU5ygH,6,16-741-470-4309,3592.72,HOUSEHOLD,asymptotes. ironic ideas sleep regular requests. accounts sleep furiously even requests. quickly regular accounts,39647
39649,Customer#000039649,"WIdbSzbk,xMmzcVFeIoRAwxdik",21,31-699-970-1622,1836.15,BUILDING,"ly slow packages boost blithely at the bold, bold requests. express platelets grow daringly af",39648
39650,Customer#000039650,ISskzicAEfNCVAL oy5QgXt,4,14-161-597-8462,3127.49,AUTOMOBILE,y. quickly ironic requests are finally slyly unu,39649
39651,Customer#000039651,SAkeqJYu1C,7,17-389-973-6659,3712.13,BUILDING,. blithely ironic foxes according to the furiously slow ideas hang furiously final depen,39650
39652,Customer#000039652,JejjiiPXuacQ,21,31-840-960-6605,6828.62,BUILDING,refully regular ideas sleep quickly. car,39651
39653,Customer#000039653,Pj8Pp3G7N8zKSX,23,33-394-285-4461,3632.91,BUILDING,s cajole according to the blithel,39652
39654,Customer#000039654,hQobLVybBZbCUxsEIqwaXT377SvrefaY7nmo,4,14-471-164-1328,6347.50,AUTOMOBILE,lithely pending requests. pending theodolites slee,39653
39655,Customer#000039655,9rm08kyI0k,10,20-817-655-4557,2425.24,BUILDING,nally unusual deposits sleep despite the accounts. slyly ironic requests,39654
39656,Customer#000039656,5kcxv7CED5yCr7R9VCApH2kjCRVaP0iU,6,16-520-122-6977,4048.23,HOUSEHOLD,platelets sleep furiously regul,39655
39657,Customer#000039657,t868gaii2ZMTrfaAtm rwhJ6CsSPxmH172,17,27-164-157-1547,1670.13,FURNITURE,kages eat fluffily along the thinly special pinto beans. furiously final depend,39656
39658,Customer#000039658,Jqj1ZGubi8VWx4usOSG,24,34-925-867-9927,6833.82,FURNITURE,blithely against the furiously final r,39657
39659,Customer#000039659,gvRKuyu7eDX1ydj,16,26-194-100-5587,3122.63,BUILDING,to beans. carefully regular requests boost. carefully special deposits haggle furiously after the quickly unusual id,39658
39660,Customer#000039660,8xc04O0dnf0F8qmod,6,16-535-980-4002,9972.03,BUILDING,"regular deposits cajole blithely. theodolites boost furiously through the regular, regular pinto beans.",39659
39661,Customer#000039661,ZN2 korjq580RzZDJoVRsPUOuGtRk,3,13-709-758-2158,1914.00,MACHINERY,egular theodolites. slyly dogged deposits mold carefully. unusual requests haggle. furiously bold packages cajol,39660
39662,Customer#000039662,"jvlktsKcn7 FUitLcnAe DhKQULN,hnF3H7waC",10,20-166-508-8806,2571.69,MACHINERY,"ecial, pending foxes sleep carefully enticingly ironic ideas. special dolphins aff",39661
39663,Customer#000039663,qKS83HkZAea6ChmcjZMFN8,0,10-124-221-7853,1308.87,HOUSEHOLD,ckly slyly regular decoys? furiously bold excuses af,39662
39664,Customer#000039664,"7VL8dWrFzTpg8tt4b5zcUtqzg6,rW3r5kNINc",3,13-672-481-8622,7106.40,BUILDING,sly final packages affix blithely against the,39663
39665,Customer#000039665,u7TrxilJIvs,15,25-197-390-1491,8266.06,BUILDING,have to nag slyly across the regular deposits. slyly final pinto beans cajole blithely. sl,39664
39666,Customer#000039666,x40xiOowpoRCe8iwPYSJ4pzbGKZ9WBUMRUT,11,21-370-183-5721,6665.82,MACHINERY,furiously silent deposits cajole quickly blithely special pinto beans. deposits haggle around the,39665
39667,Customer#000039667,P4FbukJkm7,1,11-804-851-6110,6388.83,FURNITURE,ffily final foxes cajole furiously regular orbits. regular pinto beans nag carefully about the sly,39666
39668,Customer#000039668,Q3Ybru4Qfw9xCUsvVJTuFrYC4NTCQp,1,11-510-493-3527,4035.16,FURNITURE,"uests: unusual ideas nag carefully furiously final theodolites. accounts cajole fluffily even, even deposits. caref",39667
39669,Customer#000039669,"hc4Y6lfKne,IwRWAK9aDEHH42X3YQvB,jR",23,33-709-321-8672,1905.79,MACHINERY,ag idly across the unusual theodolites. blithely special plate,39668
